loan_id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,revol_util,open_acc,total_acc,issue_d,fico_range_low,fico_range_high,application_type,loan_status,int_rate_dec,term_months,income_to_loan,dti_clipped,risk_band,default_flag
10664,20035.22,36 months,7.63,624.45,B,B1,4,OTHER,67165.15,other,WA,11.36,0,58.36,8,12,2023-01-21,724,743,Individual,Fully Paid,0.07629999999999999,36,3.3523540045979026,11.36,High,0
10665,24848.53,60 months,10.84,538.31,D,D4,9,OWN,85733.34,small_business,IN,24.79,0,62.41,11,19,2023-06-26,665,674,Joint,Fully Paid,0.1084,60,3.450237901396984,24.79,Low,0
10666,19762.36,36 months,8.64,625.11,B,B2,6,OTHER,103912.59,home_improvement,OH,14.25,0,85.86,7,13,2023-08-12,732,739,Individual,Fully Paid,0.0864,36,5.258106319285753,14.25,High,0
10667,14013.24,36 months,6.77,431.22,A,A3,1,RENT,92050.87,other,VA,24.97,0,10.63,8,13,2021-07-01,758,763,Individual,Fully Paid,0.0677,36,6.568849887677653,24.97,High,0
10668,24991.52,36 months,8.8,792.45,B,B5,1,MORTGAGE,87865.5,vacation,TN,22.14,0,15.67,8,10,2024-03-18,724,743,Individual,Fully Paid,0.08800000000000001,36,3.5158125636215805,22.14,High,0
10669,28775.31,36 months,5.19,864.94,A,A5,0,MORTGAGE,94508.39,medical,IN,17.72,0,42.11,9,15,2022-07-20,769,774,Individual,Fully Paid,0.0519,36,3.2843569713063037,17.72,Very High,0
10670,24697.43,60 months,8.1,501.97,B,B5,2,OWN,131980.57,car,WA,17.19,0,76.09,5,11,2023-06-23,733,753,Individual,Fully Paid,0.081,60,5.3438989400921475,17.19,High,0
10671,18803.61,36 months,10.78,613.65,D,D4,1,RENT,65231.09,wedding,FL,13.79,0,53.79,9,13,2024-02-22,666,681,Individual,Fully Paid,0.10779999999999999,36,3.469072694019925,13.79,Low,0
10672,16624.87,60 months,8.12,338.07,B,B5,4,OTHER,62341.11,medical,IL,13.33,0,0.0,8,13,2023-08-19,725,730,Individual,Charged Off,0.0812,60,3.749870525303356,13.33,High,1
10673,31647.97,36 months,12.77,1062.86,D,D1,6,MORTGAGE,39563.7,small_business,PA,20.52,0,48.61,7,7,2024-03-23,665,671,Individual,Fully Paid,0.1277,36,1.250118096042179,20.52,Low,0
10674,31393.83,36 months,15.61,1097.61,F,F5,6,MORTGAGE,43142.56,medical,AZ,23.86,0,83.33,6,9,2021-10-13,620,629,Individual,Fully Paid,0.1561,36,1.37423691215758,23.86,Very Low,0
10675,25325.6,36 months,9.84,815.33,C,C4,5,MORTGAGE,84153.33,small_business,MD,23.46,0,114.03,4,16,2022-12-06,701,713,Individual,Charged Off,0.0984,36,3.32285631929747,23.46,Medium,1
10676,30137.84,60 months,9.04,626.21,C,C3,5,RENT,92326.35,wedding,NJ,29.73,1,63.53,12,18,2024-02-29,696,708,Individual,Fully Paid,0.0904,60,3.0634693793583083,29.73,Medium,0
10677,30281.71,60 months,11.16,660.88,D,D2,10,RENT,45298.15,debt_consolidation,NC,18.88,0,22.97,12,18,2021-06-07,669,679,Joint,Fully Paid,0.1116,60,1.495891414322375,18.88,Low,0
10678,22740.39,36 months,5.18,683.38,A,A3,3,RENT,57312.26,credit_card,WI,31.78,0,51.86,5,13,2021-12-31,766,775,Joint,Fully Paid,0.0518,36,2.5202848324061287,31.78,Very High,0
10679,34515.38,36 months,9.28,1102.09,C,C5,10,MORTGAGE,80723.56,small_business,NJ,18.58,0,71.74,6,10,2021-12-29,697,716,Individual,Fully Paid,0.0928,36,2.3387707161271294,18.58,Medium,0
10680,37411.61,36 months,10.96,1224.06,C,C5,2,MORTGAGE,114201.56,major_purchase,AZ,20.63,0,31.16,6,13,2021-01-23,693,707,Individual,Fully Paid,0.1096,36,3.0525700444327306,20.63,Medium,0
10681,37082.0,36 months,13.28,1254.46,E,E4,4,MORTGAGE,161889.03,wedding,WA,38.46,2,30.51,6,13,2023-01-10,636,653,Individual,Fully Paid,0.1328,36,4.365703845531525,38.46,Very Low,0
10682,32590.02,60 months,13.98,757.91,E,E3,5,MORTGAGE,69907.06,car,MO,26.58,1,101.75,5,16,2023-09-12,633,647,Individual,Fully Paid,0.1398,60,2.1450450168487163,26.58,Very Low,0
10683,27698.38,36 months,14.81,957.62,E,E5,0,MORTGAGE,40523.55,debt_consolidation,NJ,20.17,0,65.47,12,16,2022-02-16,633,652,Joint,Fully Paid,0.1481,36,1.4630296067856676,20.17,Very Low,0
10684,25903.84,36 months,12.3,864.15,D,D2,7,RENT,35994.59,medical,GA,24.59,0,78.12,8,16,2022-08-24,668,688,Individual,Fully Paid,0.12300000000000001,36,1.389546491948684,24.59,Low,0
10685,29359.76,36 months,12.58,983.29,C,C1,3,RENT,141974.85,house,IN,20.81,0,0.0,13,17,2021-12-26,699,718,Individual,Charged Off,0.1258,36,4.83569518279441,20.81,Medium,1
10686,23386.35,36 months,14.68,807.0,E,E5,9,MORTGAGE,63851.99,other,NY,34.82,1,17.24,5,7,2022-04-04,643,654,Individual,Fully Paid,0.14679999999999999,36,2.7303102023188743,34.82,Low,0
10687,26506.19,60 months,13.68,612.36,E,E3,8,RENT,45697.07,medical,IL,15.96,3,0.0,14,20,2021-02-15,632,638,Joint,Fully Paid,0.1368,60,1.724015031960459,15.96,Very Low,0
10688,20947.28,36 months,8.57,661.92,C,C1,3,OWN,47659.57,vacation,TX,8.37,0,41.86,9,20,2022-07-13,691,704,Individual,Fully Paid,0.0857,36,2.275215206938562,8.37,Medium,0
10689,29208.25,60 months,19.19,760.67,G,G5,2,OWN,96584.81,wedding,MD,17.72,0,29.15,8,11,2023-02-06,582,598,Individual,Fully Paid,0.19190000000000002,60,3.306764698330095,17.72,Very Low,0
10690,21913.03,36 months,13.54,744.1,E,E5,10,MORTGAGE,46271.44,car,MO,14.8,0,58.29,14,19,2021-01-24,647,655,Individual,Fully Paid,0.1354,36,2.1115947908618757,14.8,Low,0
10691,23064.62,60 months,9.21,481.09,C,C3,0,RENT,115209.6,small_business,NY,15.02,1,57.77,7,14,2021-06-01,706,719,Individual,Fully Paid,0.09210000000000002,60,4.995079043140533,15.02,Medium,0
10692,19967.86,36 months,5.07,599.04,A,A1,10,MORTGAGE,108063.0,house,IL,8.08,0,76.33,6,12,2024-02-14,752,763,Individual,Fully Paid,0.0507,36,5.411846837868454,8.08,High,0
10693,30272.53,36 months,6.87,932.95,B,B2,2,RENT,58766.55,wedding,MI,27.09,0,70.79,0,9,2023-07-14,725,739,Individual,Fully Paid,0.0687,36,1.94125003757532,27.09,High,0
10694,34218.98,36 months,11.76,1132.72,D,D4,2,MORTGAGE,138218.37,moving,WI,23.9,0,41.96,4,7,2024-04-01,669,682,Individual,Fully Paid,0.1176,36,4.039231151834449,23.9,Low,0
10695,25431.14,36 months,5.48,767.63,A,A2,7,OTHER,73142.41,debt_consolidation,WI,33.71,0,75.04,11,13,2023-01-13,762,774,Joint,Fully Paid,0.0548,36,2.8760963920610716,33.71,Very High,0
10696,16828.89,60 months,10.19,359.13,C,C2,2,OWN,49892.34,small_business,VA,22.45,0,23.01,7,15,2021-05-10,704,722,Individual,Fully Paid,0.10189999999999999,60,2.964683945286944,22.45,Medium,0
10697,29727.67,60 months,14.21,694.93,D,D5,7,OWN,117611.39,vacation,AZ,26.79,0,50.78,7,12,2023-10-28,661,672,Joint,Charged Off,0.1421,60,3.956293581030737,26.79,Low,1
10698,33496.72,36 months,14.06,1145.82,E,E1,0,RENT,80315.64,medical,OH,17.93,1,17.32,12,15,2022-12-19,631,642,Individual,Fully Paid,0.1406,36,2.3977165525460404,17.93,Very Low,0
10699,24795.55,36 months,15.74,868.59,E,E2,5,MORTGAGE,43096.27,major_purchase,MI,14.31,0,44.19,9,20,2021-04-21,645,652,Individual,Fully Paid,0.1574,36,1.7380646930598433,14.31,Low,0
10700,31005.74,36 months,11.68,1025.03,D,D5,7,MORTGAGE,88379.24,medical,MD,11.59,0,34.41,2,7,2021-04-14,679,690,Individual,Fully Paid,0.1168,36,2.850415439205773,11.59,Low,0
10701,30776.02,36 months,9.77,989.74,C,C3,4,RENT,109198.2,car,WI,27.66,0,84.33,10,17,2023-12-19,691,705,Individual,Fully Paid,0.0977,36,3.5481585988051734,27.66,Medium,0
10702,14706.14,36 months,3.68,432.11,A,A4,4,MORTGAGE,102806.54,credit_card,NJ,24.61,0,65.61,11,16,2024-01-17,766,777,Individual,Fully Paid,0.0368,36,6.99072224254631,24.61,Very High,0
10703,32549.18,36 months,13.22,1100.09,D,D5,3,RENT,44400.11,credit_card,NY,23.53,0,34.55,9,13,2023-02-16,663,668,Individual,Fully Paid,0.1322,36,1.3640930432041607,23.53,Low,0
10704,21956.02,36 months,7.13,679.28,B,B5,2,OWN,79514.04,major_purchase,OH,13.78,0,40.71,12,14,2021-01-12,722,727,Individual,Fully Paid,0.0713,36,3.621514281732299,13.78,High,0
10705,17285.28,60 months,10.77,373.88,C,C1,4,MORTGAGE,36924.46,moving,NC,31.98,0,46.71,5,12,2022-08-24,695,715,Individual,Fully Paid,0.10769999999999999,60,2.1361794544259625,31.98,Medium,0
10706,30944.81,36 months,15.53,1080.7,G,G2,10,RENT,37885.5,debt_consolidation,OH,16.26,0,38.1,9,14,2021-12-13,578,588,Individual,Fully Paid,0.1553,36,1.2242925388780865,16.26,Very Low,0
10707,22106.57,60 months,9.31,462.19,C,C4,4,OWN,53254.47,small_business,MD,18.16,1,44.67,6,10,2021-12-25,695,711,Individual,Fully Paid,0.0931,60,2.4089883686162077,18.16,Medium,0
10708,31674.6,60 months,12.12,706.46,D,D4,7,MORTGAGE,87114.45,debt_consolidation,NJ,15.5,0,60.94,4,9,2023-04-10,675,685,Individual,Fully Paid,0.12119999999999999,60,2.750293610653331,15.5,Low,0
10709,29835.24,36 months,11.78,987.81,D,D3,1,MORTGAGE,92264.53,home_improvement,AZ,20.63,0,30.22,6,11,2024-03-19,676,683,Individual,Fully Paid,0.11779999999999999,36,3.0924681685148165,20.63,Low,0
10710,30828.93,36 months,13.15,1040.98,E,E3,0,OWN,27069.64,house,IN,27.61,0,38.97,5,10,2022-06-16,645,665,Individual,Charged Off,0.1315,36,0.8780596666832096,27.61,Low,1
10711,20031.01,36 months,10.19,648.11,C,C1,4,MORTGAGE,78028.39,credit_card,GA,19.56,1,55.14,9,14,2022-02-08,700,711,Joint,Fully Paid,0.10189999999999999,36,3.895379713753825,19.56,Medium,0
10712,22080.28,36 months,10.74,720.12,C,C1,7,MORTGAGE,60957.5,home_improvement,TN,17.59,0,93.13,9,14,2022-09-10,704,721,Individual,Fully Paid,0.1074,36,2.7607213314323915,17.59,Medium,0
10713,21453.53,36 months,6.54,657.93,B,B5,3,RENT,81737.39,other,WI,10.23,0,56.15,8,15,2023-11-07,726,733,Individual,Fully Paid,0.0654,36,3.809973929698283,10.23,High,0
10714,30100.77,36 months,12.49,1006.76,D,D3,6,OWN,125562.22,debt_consolidation,OH,31.54,0,55.2,11,17,2021-04-18,680,695,Individual,Fully Paid,0.1249,36,4.171395615461,31.54,Low,0
10715,32668.48,36 months,9.07,1039.87,B,B3,7,MORTGAGE,55388.79,home_improvement,IN,6.97,1,57.95,9,9,2023-05-06,736,754,Individual,Fully Paid,0.0907,36,1.6954810875804445,6.97,High,0
10716,27917.66,36 months,10.97,913.59,C,C3,4,MORTGAGE,54695.0,moving,VA,8.09,2,19.6,7,12,2024-01-02,698,703,Individual,Fully Paid,0.1097,36,1.9591541697978985,8.09,Medium,0
10717,20798.26,60 months,12.02,462.81,D,D3,2,OWN,82623.15,major_purchase,WI,22.48,1,46.08,9,15,2024-03-03,668,674,Individual,Fully Paid,0.1202,60,3.972599150121212,22.48,Low,0
10718,19797.54,36 months,5.69,599.49,A,A5,1,RENT,76852.02,vacation,AZ,17.15,0,17.5,7,15,2022-12-07,759,771,Individual,Fully Paid,0.056900000000000006,36,3.8818974478647346,17.15,High,0
10719,26977.88,60 months,10.63,581.59,C,C4,5,MORTGAGE,29334.16,house,VA,22.13,0,46.4,3,8,2022-01-05,702,709,Individual,Fully Paid,0.1063,60,1.087341184703913,22.13,Medium,0
10720,30955.34,36 months,7.82,967.51,B,B5,7,OWN,162364.27,medical,TN,17.61,0,10.78,7,16,2022-08-08,722,734,Individual,Fully Paid,0.0782,36,5.245113444077822,17.61,High,0
10721,22544.77,36 months,9.24,719.44,B,B3,8,RENT,77796.62,medical,CA,6.52,1,33.93,12,13,2021-10-04,735,742,Joint,Fully Paid,0.0924,36,3.450761307389696,6.52,High,0
10722,26079.4,36 months,8.31,821.02,A,A5,6,MORTGAGE,120065.32,major_purchase,MO,5.96,1,87.31,4,7,2022-05-18,758,766,Joint,Fully Paid,0.08310000000000001,36,4.603837511599194,5.96,High,0
10723,15692.32,60 months,6.82,309.39,B,B4,0,OWN,55099.39,major_purchase,WI,4.41,0,63.41,9,15,2021-02-24,729,740,Individual,Fully Paid,0.0682,60,3.511232883346758,4.41,High,0
10724,25938.29,36 months,18.34,942.15,G,G5,9,MORTGAGE,22977.9,moving,IN,36.4,0,64.34,11,11,2023-05-02,589,609,Individual,Fully Paid,0.1834,36,0.8858679581421905,36.4,Very Low,0
10725,35643.8,36 months,17.91,1286.95,G,G1,2,RENT,43823.05,debt_consolidation,TN,9.46,0,55.2,10,13,2022-03-15,589,595,Joint,Fully Paid,0.1791,36,1.2294718857136444,9.46,Very Low,0
10726,14061.5,36 months,9.99,453.65,D,D1,0,RENT,65591.74,credit_card,GA,14.55,1,80.53,14,18,2023-02-18,679,697,Individual,Fully Paid,0.0999,36,4.664633218362195,14.55,Low,0
10727,33600.0,36 months,12.39,1122.3,D,D4,8,RENT,105655.54,wedding,VA,26.76,0,90.16,5,10,2021-07-23,679,694,Individual,Fully Paid,0.12390000000000001,36,3.144510119047619,26.76,Low,0
10728,28182.49,36 months,11.86,934.15,D,D4,7,RENT,46654.57,medical,FL,25.89,0,38.43,19,27,2023-02-14,677,690,Individual,Fully Paid,0.1186,36,1.6554452782561087,25.89,Low,0
10729,27490.62,36 months,14.83,950.63,E,E1,7,MORTGAGE,88865.71,small_business,FL,11.95,0,69.36,16,23,2021-10-06,647,660,Individual,Fully Paid,0.1483,36,3.232582968299733,11.95,Low,0
10730,14624.06,36 months,10.9,478.05,C,C2,7,MORTGAGE,32580.03,house,MI,13.58,1,58.67,8,12,2022-05-02,698,713,Individual,Fully Paid,0.109,36,2.2278375499006433,13.58,Medium,0
10731,27905.68,36 months,6.17,851.1,A,A5,0,MORTGAGE,62220.34,major_purchase,MO,17.29,0,0.0,7,7,2021-10-19,762,779,Individual,Fully Paid,0.0617,36,2.229665788470304,17.29,Very High,0
10732,40000.0,36 months,12.93,1346.47,D,D1,9,MORTGAGE,65556.25,car,VA,12.72,0,18.22,12,15,2021-11-26,670,678,Individual,Fully Paid,0.1293,36,1.63890625,12.72,Low,0
10733,27944.07,36 months,16.75,992.81,G,G2,4,MORTGAGE,26553.02,vacation,WA,23.44,2,91.34,7,13,2022-06-01,570,585,Individual,Fully Paid,0.1675,36,0.9502202077220677,23.44,Very Low,0
10734,20495.68,36 months,7.93,641.63,B,B3,7,OWN,150276.5,small_business,WI,41.39,1,96.78,1,7,2024-04-03,721,741,Individual,Fully Paid,0.0793,36,7.332106082842824,41.39,High,0
10735,22633.16,36 months,11.17,742.79,C,C2,5,OWN,56556.55,debt_consolidation,CA,14.51,0,18.32,3,8,2022-09-02,691,705,Individual,Fully Paid,0.1117,36,2.4988357790074387,14.51,Medium,0
10736,29362.55,36 months,10.84,959.05,C,C4,4,MORTGAGE,43903.77,moving,CA,13.16,0,39.82,12,20,2022-04-25,703,723,Individual,Fully Paid,0.1084,36,1.4952301486076651,13.16,Medium,0
10737,31362.53,36 months,9.83,1009.44,C,C5,4,RENT,37946.16,home_improvement,MI,23.93,0,98.14,8,16,2022-01-08,707,727,Individual,Fully Paid,0.0983,36,1.2099202455924316,23.93,Medium,0
10738,29549.09,36 months,12.43,987.52,D,D1,2,OWN,31901.48,medical,FL,0.0,0,46.47,7,14,2021-06-12,672,688,Individual,Fully Paid,0.1243,36,1.0796095581962084,0.0,Low,0
10739,22814.43,36 months,9.19,727.52,C,C3,6,OWN,90854.7,wedding,WI,19.72,1,63.03,11,21,2021-07-15,692,707,Joint,Fully Paid,0.0919,36,3.9823348643818846,19.72,Medium,0
10740,37199.58,36 months,17.54,1336.3,F,F3,3,OWN,33486.29,credit_card,OH,10.63,1,89.35,6,7,2022-07-21,607,614,Individual,Fully Paid,0.1754,36,0.9001792493356108,10.63,Very Low,0
10741,19241.43,36 months,12.94,647.74,D,D3,3,MORTGAGE,69605.1,other,VA,30.81,1,34.47,0,4,2023-09-10,680,692,Individual,Fully Paid,0.1294,36,3.617459824971429,30.81,Low,0
10742,29592.66,60 months,6.12,573.82,A,A5,6,RENT,60257.27,car,CA,10.99,0,87.61,7,8,2022-05-14,766,778,Individual,Fully Paid,0.061200000000000004,60,2.0362235094783636,10.99,Very High,0
10743,37412.27,36 months,14.38,1285.66,E,E1,1,MORTGAGE,85599.89,wedding,MA,17.54,0,74.17,6,14,2023-11-18,638,645,Individual,Fully Paid,0.1438,36,2.2880164716014293,17.54,Very Low,0
10744,23198.67,36 months,12.47,775.78,D,D3,3,RENT,70107.73,home_improvement,WI,16.89,0,40.69,5,10,2021-10-11,678,683,Individual,Fully Paid,0.1247,36,3.022058161092856,16.89,Low,0
10745,37786.54,36 months,10.62,1230.28,C,C3,0,RENT,89796.74,small_business,AZ,20.97,0,60.96,10,14,2021-03-24,705,723,Individual,Fully Paid,0.10619999999999999,36,2.376421339450503,20.97,Medium,0
10746,31269.75,36 months,9.72,1004.95,C,C1,7,MORTGAGE,224132.65,house,MI,24.06,0,32.09,3,8,2022-09-28,700,711,Individual,Fully Paid,0.09720000000000001,36,7.167714804243718,24.06,Medium,0
10747,26924.24,60 months,14.68,635.99,E,E5,8,OWN,43289.0,small_business,NJ,21.87,0,72.53,7,8,2023-08-12,635,649,Individual,Fully Paid,0.14679999999999999,60,1.6078076855651264,21.87,Very Low,0
10748,22354.54,60 months,11.97,496.96,C,C2,10,MORTGAGE,68296.39,other,NC,9.36,0,67.36,7,17,2021-01-05,709,720,Individual,Fully Paid,0.1197,60,3.0551462924309782,9.36,Medium,0
10749,28152.88,36 months,8.88,893.67,B,B3,0,MORTGAGE,75169.69,debt_consolidation,AZ,20.0,1,29.87,5,13,2022-12-29,735,754,Individual,Fully Paid,0.0888,36,2.670053294725087,20.0,High,0
10750,19739.93,36 months,7.67,615.55,B,B4,4,MORTGAGE,83765.1,house,TX,26.48,0,84.46,8,8,2021-04-12,728,745,Individual,Fully Paid,0.0767,36,4.243434500527611,26.48,High,0
10751,33273.31,36 months,7.66,1037.45,B,B3,8,RENT,55603.51,moving,FL,12.62,1,40.43,4,11,2022-12-25,724,740,Individual,Fully Paid,0.0766,36,1.6711144758366392,12.62,High,0
10752,22241.59,36 months,12.23,741.18,D,D4,8,RENT,81783.57,home_improvement,VA,14.77,0,12.52,2,7,2022-09-24,670,690,Individual,Fully Paid,0.1223,36,3.6770559119199664,14.77,Low,0
10753,40000.0,36 months,9.51,1281.6,B,B5,3,MORTGAGE,199136.12,small_business,OH,23.56,0,20.85,5,10,2022-12-06,738,747,Individual,Fully Paid,0.0951,36,4.978403,23.56,High,0
10754,27578.94,36 months,12.45,921.98,D,D1,2,RENT,56296.89,medical,MO,8.78,0,42.31,13,21,2023-03-25,668,686,Individual,Fully Paid,0.1245,36,2.0412999919503796,8.78,Low,0
10755,17479.43,36 months,8.21,549.44,C,C2,9,RENT,63257.6,wedding,MO,22.62,0,54.11,11,15,2023-02-11,707,716,Individual,Fully Paid,0.0821,36,3.6189738452569675,22.62,Medium,0
10756,37317.64,36 months,12.99,1257.26,E,E5,3,MORTGAGE,33316.33,small_business,MD,22.57,0,51.91,2,11,2022-07-27,645,662,Individual,Fully Paid,0.12990000000000002,36,0.8927769816097696,22.57,Low,0
10757,22111.32,36 months,9.0,703.12,C,C1,4,RENT,28148.71,small_business,PA,8.35,0,12.17,11,13,2021-04-22,694,713,Individual,Fully Paid,0.09,36,1.273045209422142,8.35,Medium,0
10758,17741.92,36 months,16.64,629.37,F,F5,2,RENT,30576.96,house,OH,21.97,0,51.32,4,7,2021-07-12,604,619,Individual,Fully Paid,0.1664,36,1.7234301586299567,21.97,Very Low,0
10759,40000.0,60 months,12.74,904.9,E,E2,5,MORTGAGE,28043.23,major_purchase,NC,16.86,0,30.23,8,15,2021-05-28,636,641,Individual,Fully Paid,0.1274,60,0.70108075,16.86,Very Low,0
10760,40000.0,36 months,9.08,1273.43,B,B1,7,OTHER,37514.89,home_improvement,IN,13.75,1,32.7,4,11,2024-02-17,722,730,Joint,Fully Paid,0.0908,36,0.93787225,13.75,High,0
10761,29216.49,60 months,13.7,675.24,D,D1,2,RENT,42046.43,moving,TX,24.25,0,42.14,10,10,2021-10-26,669,680,Joint,Fully Paid,0.13699999999999998,60,1.4391335167229191,24.25,Low,0
10762,27236.23,36 months,8.87,864.5,B,B1,9,MORTGAGE,41622.75,home_improvement,MA,18.06,0,41.24,6,12,2021-01-31,724,741,Individual,Fully Paid,0.08869999999999999,36,1.528212605048496,18.06,High,0
10763,30239.3,36 months,11.96,1003.78,E,E5,6,MORTGAGE,34684.61,wedding,MD,19.56,1,74.49,9,16,2021-11-25,637,648,Individual,Fully Paid,0.11960000000000001,36,1.1470043949430047,19.56,Very Low,0
10764,29909.23,36 months,11.16,981.42,D,D3,3,MORTGAGE,35241.97,house,MO,20.38,0,83.01,13,19,2024-02-07,677,691,Individual,Fully Paid,0.1116,36,1.1782974687078203,20.38,Low,0
10765,21470.05,36 months,7.74,670.22,B,B3,8,MORTGAGE,41208.28,medical,PA,22.04,1,60.18,7,9,2021-07-05,722,729,Individual,Fully Paid,0.0774,36,1.9193378683328637,22.04,High,0
10766,23143.04,60 months,7.46,463.33,B,B4,6,MORTGAGE,217702.55,wedding,NC,28.78,0,23.13,12,18,2021-06-22,738,750,Individual,Fully Paid,0.0746,60,9.406825983103342,28.78,High,0
10767,23220.32,60 months,9.08,482.92,C,C5,3,OWN,41487.86,car,VA,22.24,0,23.95,5,5,2022-01-03,705,719,Joint,Charged Off,0.0908,60,1.7867049205178913,22.24,Medium,1
10768,26952.64,36 months,13.2,910.72,E,E2,10,RENT,40257.6,house,OH,19.5,1,45.54,8,12,2023-10-17,643,655,Individual,Fully Paid,0.132,36,1.4936421812482932,19.5,Low,0
10769,18953.74,36 months,12.09,630.36,D,D5,10,OWN,70261.35,credit_card,GA,13.5,0,32.11,7,11,2023-12-22,679,688,Individual,Charged Off,0.1209,36,3.7069913378573305,13.5,Low,1
10770,28083.47,36 months,5.48,847.76,A,A1,4,RENT,38402.95,other,GA,24.08,0,66.56,10,12,2023-01-02,761,776,Individual,Fully Paid,0.0548,36,1.3674574402664625,24.08,Very High,0
10771,23799.15,60 months,7.68,478.98,B,B2,0,OWN,29967.12,moving,OH,22.44,0,32.29,2,7,2022-06-20,721,734,Individual,Fully Paid,0.0768,60,1.2591676593491783,22.44,High,0
10772,29140.53,36 months,10.71,950.09,C,C1,5,MORTGAGE,35343.52,other,GA,10.75,1,49.82,3,7,2023-06-03,699,706,Individual,Fully Paid,0.10710000000000001,36,1.2128646939503158,10.75,Medium,0
10773,27613.35,60 months,7.73,556.29,C,C3,1,MORTGAGE,57838.02,small_business,FL,16.18,0,85.66,1,9,2023-10-06,707,721,Individual,Fully Paid,0.07730000000000001,60,2.094567301685598,16.18,Medium,0
10774,12509.03,36 months,4.39,371.47,A,A2,9,MORTGAGE,77197.36,small_business,MI,11.08,1,75.39,6,6,2021-03-23,767,772,Joint,Fully Paid,0.043899999999999995,36,6.171330630752344,11.08,Very High,0
10775,25971.83,36 months,7.51,808.03,B,B1,4,MORTGAGE,92933.22,car,WI,21.47,0,17.75,8,14,2024-03-31,725,735,Individual,Fully Paid,0.0751,36,3.5782314915814557,21.47,High,0
10776,33127.24,36 months,13.59,1125.6,E,E1,1,RENT,65773.48,vacation,PA,17.75,0,38.01,2,6,2023-12-05,638,649,Individual,Charged Off,0.1359,36,1.985480227148413,17.75,Very Low,1
10777,19703.8,60 months,9.39,412.72,C,C4,3,MORTGAGE,141998.95,wedding,PA,21.94,0,52.25,4,15,2024-02-11,691,705,Individual,Fully Paid,0.09390000000000001,60,7.206678407210792,21.94,Medium,0
10778,25641.58,36 months,12.01,851.83,D,D3,9,MORTGAGE,59257.62,small_business,IL,15.98,0,46.9,15,15,2021-07-12,671,688,Individual,Fully Paid,0.1201,36,2.310997216240185,15.98,Low,0
10779,22391.15,36 months,9.62,718.56,C,C5,8,RENT,63411.01,other,GA,20.01,0,48.08,8,11,2023-03-29,692,708,Individual,Fully Paid,0.0962,36,2.8319675407471254,20.01,Medium,0
10780,26926.95,36 months,11.52,888.14,C,C2,1,RENT,39452.73,debt_consolidation,NY,20.83,1,24.44,6,10,2022-09-26,708,727,Individual,Fully Paid,0.1152,36,1.4651763382039185,20.83,Medium,0
10781,24702.77,36 months,10.97,808.37,D,D1,1,RENT,57462.25,home_improvement,FL,22.74,1,46.9,8,9,2023-03-16,665,682,Individual,Fully Paid,0.1097,36,2.326146015203963,22.74,Low,0
10782,15022.0,36 months,8.1,471.41,B,B2,3,OWN,46228.77,medical,PA,18.66,1,56.54,10,14,2021-07-03,736,747,Individual,Fully Paid,0.081,36,3.077404473438956,18.66,High,0
10783,18152.27,60 months,7.74,365.77,B,B1,6,RENT,36903.99,vacation,WA,9.41,1,81.75,13,21,2023-04-01,726,731,Individual,Fully Paid,0.0774,60,2.033023418007775,9.41,High,0
10784,34772.91,36 months,17.94,1256.07,G,G3,1,MORTGAGE,112347.13,vacation,OH,25.82,0,99.27,8,14,2022-09-15,572,588,Individual,Fully Paid,0.1794,36,3.230880878246888,25.82,Very Low,0
10785,30103.07,60 months,13.67,695.35,E,E1,2,OTHER,28321.67,car,NY,26.08,1,104.98,7,14,2022-04-06,631,649,Individual,Fully Paid,0.1367,60,0.9408233113765473,26.08,Very Low,0
10786,40000.0,36 months,12.88,1345.42,D,D1,2,RENT,143721.99,credit_card,NJ,29.51,0,34.7,5,9,2021-10-27,670,679,Individual,Fully Paid,0.1288,36,3.5930497499999996,29.51,Low,0
10787,22203.51,60 months,6.37,433.1,A,A1,5,RENT,131019.45,home_improvement,AZ,10.57,0,76.63,7,11,2022-06-09,757,771,Individual,Fully Paid,0.0637,60,5.900844055737133,10.57,High,0
